32;Gdzie w Poznaniu znajdę korty do gry w tenisa?;pytki.pl;proste;http://www.goldenline.pl/forum/883562/gdzie-w-poznaniu-mozna-przyjemnie-pograc-w-tenisa;location-other;QC_LOC:PLACE
33;Co zrobić, aby modelina byłą twarda?;pytki.pl;proste;http://f.kafeteria.pl/temat.php?id_p=4646446;description;QC_NONPER
34;Z czego zasłynęli Benedyktyni?;pytki.pl;proste;http://www.poland.gov.pl/Opactwo,Benedyktynow,w,Tyncu,13066.html;description;QC_NONPER
35;Ile wynosi nowe minimalne wynagrodzenie?;pytki.pl;proste;http://prawo.rp.pl/artykul/937491.html;money;QC_QUANTITY:GEN
36;Co to jest PEFRON?;pytki.pl;proste;http://pl.wikipedia.org/wiki/Pa%C5%84stwowy_Fundusz_Rehabilitacji_Os%C3%B3b_Niepe%C5%82nosprawnych;definition;QC_DEF:BE
38;Czy pracodawca musi oddać książeczkę sanepidowską?;pytki.pl;proste;http://forumprawne.org/prawo-pracy/27407-ksiazeczka-zdrowia-pracownika.html;yes-no;QC_DECISION
39;Co to jest projekt denko?;pytki.pl;proste;http://www.netkobiety.pl/t22754.html;definition;QC_DEF:BE
40;Jak założyć fanpage na Facebooku?;pytki.pl;proste;http://jakzalozycfanpage.pl/;manner;QC_PROCEDURE
41;Co to jest asymptota?;pytki.pl;proste;http://pl.wikipedia.org/wiki/Asymptota;definition;QC_DEF:BE
42;Co zrobić, gdy kręci się w głowie?;pytki.pl;proste;http://zapytaj.onet.pl/Category/001,001/2,1877780,Co_zrobic_jesli_kreci_mi_sie_w_glowie_.html;description;QC_NONPER
43;Jaki krem na suche ręce?;pytki.pl;proste;http://wizaz.pl/forum/showthread.php?t=53299;substance;QC_DIRECT
45;Czym zajmuje się spedytor?;pytki.pl;proste;http://mfiles.pl/pl/index.php/Spedytor;description;QC_NONPER
47;Gdzie znajdę informacje o wysokości mienia Skarbu Państwa?;pytki.pl;proste;http://pytki.pl/gdzie-znajde-informacje-o-wysokosci-mienia-skarbu-panstwa,455;institution;QC_LOC:PLACE
48;Jak zdobyć aktualne testy na prawo jazdy kat. B?;zapytaj.onet.pl;proste;http://auto.dziennik.pl/aktualnosci/artykuly/416705,mamy-nowe-testy-na-prawo-jazdy-zobacz-czy-zdasz-egzamin.html;manner;QC_PROCEDURE
49;Co to są cewki zapłonowe?;pytki.pl;proste;http://pl.wikipedia.org/wiki/Cewka_zap%C5%82onowa;definition;QC_DEF:BE
50;Jak wymienić termostat w Peugeocie?;pytki.pl;proste;http://peugeot.auto.com.pl/forum/viewtopic.php?t=126044;manner;QC_PROCEDURE
51;Gdzie znajdę informacje o wysokości długu publicznego?;pytki.pl;proste;http://pytki.pl/gdzie-znajde-informacje-o-wysokosci-dlugu-publicznego,450;institution;QC_LOC:PLACE
52;Jak zamknąć konto osobiste w PKO?;pytki.pl;proste;http://likwidacja-konta.pl/likwidacja-konta-w-pko-bp/;manner;QC_PROCEDURE
53;Jak usunąć konto Facebook?;pytki.pl;proste;http://jakusunacfacebooka.pl/;manner;QC_PROCEDURE
54;Gdzie znajdę informacje nt. poprawności wykonania budżetu?;pytki.pl;proste;http://pytki.pl/gdzie-znajde-informacje-nt-poprawnosci-wykonania-budzetu,433;institution;QC_LOC:PLACE
55;Kiedy zaczną rozdawać Qpony w Poznaniu?;pytki.pl;proste;http://pytki.pl/kiedy-zaczna-rozdawac-qpony-w-poznaniu,428;date;QC_TEMP:MOM
56;Ilu nas jest obecnie na świecie?;pytki.pl;proste;http://www.db.ofmcap.org/pls/ofmcap/consultazione.mostra_pagina?id_pagina=6573;count;QC_QUANTITY:GEN
58;Co to Rynek Niedźwiedzia?;pytki.pl;proste;http://www.poradnik-forex.com/2011/06/12/bear-market-bessa-rynek-nied%C5%BAwiedzia/;definition;QC_DEF:BE
59;Jakie spółki należą do WIG20?;pytki.pl;proste;http://pl.wikipedia.org/wiki/WIG20;company;QC_DIRECT
60;Jak powinniśmy czytać Biblię?;pytki.pl;proste;http://www.gadaczka.pl/viewtopic.php?t=343;manner;QC_PROCEDURE
61;Jaka gleba jest najbardziej żyzna?;pytki.pl;proste;http://zadane.pl/zadanie/3561332;entity-other;QC_DIRECT
62;Z kim graniczy Polska?;pytki.pl;proste;http://pl.wikipedia.org/wiki/Granice_Polski;country;QC_PER:ARG
63;Jak napisać e-maila do wykładowcy?;pytki.pl;proste;http://homepage.com.pl/2012/03/30/e-mail-do-wykladowcy-jak-go-napisac/;manner;QC_PROCEDURE
64;Jak postępować w przypadku oparzenia?;pytki.pl;proste;http://zadane.pl/zadanie/1344216;manner;QC_PROCEDURE
65;Czym różnią się wydatki od rozchodów, a przychody od dochodów?;pytki.pl;proste;http://docs8.chomikuj.pl/41238516,PL,0,0,Budzet-panstwa.doc;description;QC_NONPER
66;Jak zmienić język klawiatury?;pytki.pl;proste;http://www.laart.eu/pc_serwis/zmiana_jezyka_klawiatury.htm;manner;QC_PROCEDURE
67;Jak postępować w przypadku odmrożenia?;pytki.pl;proste;http://zadane.pl/zadanie/1344216;manner;QC_PROCEDURE
68;Jak pozbyć się osadu z czajnika elektrycznego?;pytki.pl;proste;http://www.dla-kobiet.info/forum/viewtopic.php?id=2649;manner;QC_PROCEDURE
69;Jak tanio i skutecznie powiększyć sobie biust? Nie chodzi mi o operacje plastyczne.;pytki.pl;kontekstowe;http://wizaz.pl/forum/showthread.php?t=99747;manner;QC_PROCEDURE
70;O co chodzi z żółtą wstążką na smyczy?;pytki.pl;proste;http://www.dobrezwierzeta.pl/235-Projekt-zolty-pies-.html;description;QC_DEF:MEANING
73;Jak napisać dobre CV?;pytki.pl;proste;http://gospodarka.dziennik.pl/praca/artykuly/207740,jak-napisac-perfekcyjnie-dobre-cv.html;manner;QC_PROCEDURE
74;Jessie J - jak się tak umalować?;pytki.pl;proste;http://pytki.pl/jessie-j-jak-sie-tak-umalowac,369;manner;QC_PROCEDURE
75;Ile mogę wypić kawy dziennie?;pytki.pl;proste;http://vitalia.pl/forum11,43476,0_Ile-maxymalnie-kawy-dziennie-mozna-wypic.html;numeric-other;QC_QUANTITY:GEN
76;Czym umyć drzwi prysznica?;pytki.pl;proste;http://babiniec-cafe.pl/viewtopic.php?t=7710;substance;QC_NONPER
77;Wieczne zmęczenie - co jest przyczyną?;pytki.pl;proste;http://wizaz.pl/forum/showthread.php?t=298814;reason;QC_CAUSE
78;Z czym zrobić jajecznicę?;pytki.pl;proste;http://zapytaj.onet.pl/Category/016,003/2,12546414,Z_czym_najlepsza_jest_jajecznica_.html;food;QC_NONPER
79;Jak zrobić stojak na biżuterię?;pytki.pl;proste;http://wariatkki2-artfashion.blogspot.com/2012/01/jak-zrobic-stojak-na-bizuterie.html;manner;QC_PROCEDURE
80;Jak wybielić skarpetki?;pytki.pl;proste;http://drogerienatura.pl/forum?topic=1561;manner;QC_PROCEDURE
81;Gdzie kupić tani duży karton ozdobny?;pytki.pl;proste;http://pytki.pl/gdzie-kupic-tani-duzy-karton-ozdobny,347;location-other;QC_LOC:PLACE
82;Jak zrobić paprykę konserwową?;pytki.pl;proste;http://www.wielkiezarcie.com/recipe10111.html;manner;QC_PROCEDURE
83;Co to jest grafen?;pytki.pl;proste;http://pl.wikipedia.org/wiki/Grafen;definition;QC_DEF:BE
84;Jakie są nowe zasady egzaminów na prawo jazdy?;pytki.pl;proste;http://trojmiasto.gazeta.pl/trojmiasto/1,35636,13311763,Nowe_zasady_egzaminu_na_prawo_jazdy__Zdaje_zaledwie.html;description;QC_STATE:GEN
85;Zamieszki w Hiszpanii - dlaczego nie mówią o tym w TV?;pytki.pl;proste;http://studencidlarp.salon24.pl/308858,dlaczego-polskie-media-nie-informuja-o-rewolucji-w-hiszpanii;reason;QC_CAUSE
86;W którym filmie J.Lo. gra u boku Afflecka?;pytki.pl;proste;http://wiadomosci.onet.pl/rozrywka/jennifer-lopez-u-boku-bena-afflecka,1,3365045,wiadomosc.html;title;QC_DIRECT
87;Kiedy odbędzie się koncert Jennifer Lopez w Polsce?;pytki.pl;proste;http://www.mmtrojmiasto.pl/421441/2012/9/24/jennifer-lopez-w-polsce-we-wrzesniu-zagra-na-pge-arena-gdansk-bilety-od--zl?category=kultura;date;QC_TEMP:MOM
88;Jak nazywa się najnowszy singiel Rihanny?;pytki.pl;proste;http://www.tvn.pl/showbiz/najnowszy-album-rihanny-zobacz,63055,937,0,0.html;title;QC_STATE:NAME
89;Kiedy przesadza się kwiaty?;pytki.pl;proste;http://www.swiatkwiatow.pl/poradnik-ogrodniczy/przesadzanie-roslin-doniczkowych-id28.html;date;QC_TEMP:MOM
90;Skąd tyle kurzu w łazience?;pytki.pl;proste;http://f.kafeteria.pl/temat.php?id_p=3675451;reason;QC_CAUSE
92;Jak obrać pomidorka ze skórki?;pytki.pl;proste;http://sardynkagotuje.blox.pl/2007/05/Obieranie-pomidorow-ze-skorki.html;manner;QC_PROCEDURE
93;Czym usunąć kamień z toalety?;pytki.pl;proste;http://f.kafeteria.pl/temat.php?id_p=3573399;substance;QC_NONPER
95;"Co to za piosenka: ""o nie, nie, nie, nie mam czasu pisać tych wszystkich bzdur... których pełno masz w swoim koszu""?";pytki.pl;kontekstowe;http://pytki.pl/co-to-za-piosenka,319;title;QC_DEF:BE
96;Jak wyglądała druga suknia Kwaśniewskiej?;pytki.pl;proste;http://www.fakt.pl/Suknia-slubna-Oli-Kwasniewskiej-Ola-Kwasniewska-bedzie-miala-dwie-suknie-slubne-Jaka-suknie-slubna-bedzie-miala-Kwasniewska-,artykuly,172290,1.html;description;QC_STATE:GEN
97;Co można zwiedzić ciekawego w Cieszynie?;pytki.pl;proste;http://www.tipy.pl/artykul_10710,zwiedzanie-cieszyna.html;description;QC_NONPER
98;Jak można wyleczyć nadżerkę?;pytki.pl;proste;http://www.nadzerka.net.pl/leczenie.php;manner;QC_PROCEDURE
99;Jak zrobić frappe?;pytki.pl;proste;http://www.kawatopodstawa.pl/2011/07/jak-zrobic-caffee-frappe/;manner;QC_PROCEDURE
102;Jak wyczyścić plamę z krwi?;pytki.pl;proste;http://kobieta-i-dom.wieszjak.pl/odziez/302767,Jak-usunac-plamy-z-krwi.html;manner;QC_PROCEDURE
103;Co zrobić, aby pozbyć się kreta z ogródka?;pytki.pl;proste;http://www.swiatkwiatow.pl/poradnik-ogrodniczy/zwalczanie-kretow-czyli-jak-pozbyc-sie-kreta-z-ogrodu-id63.html;description;QC_NONPER
104;Ile kosztuje powiększenie ust?;pytki.pl;proste;http://f.kafeteria.pl/temat.php?id_p=3219444;money;QC_QUANTITY:PRICE
105;Kto najlepiej zarabia w Polsce? ;pytki.pl;proste;http://www.naukawpolsce.pap.pl/aktualnosci/news,394064,badanie-absolwenci-uczelni-technicznych-zarabiaja-najlepiej.html;individual;QC_PER:ARG
107;W którym tygodniu ciąży można sprawdzić płeć dziecka?;pytki.pl;proste;http://www.rodzinko.pl/archiwum/498-w-ktorym-tygodniu-mo-na-rozpoznaae-p-eae-dziecka.html;date;QC_TEMP:MOM
108;Co zrobić, by stać się sławną?;pytki.pl;proste;http://zapytaj.onet.pl/Category/001,003/2,733605,Jak_stac_sie_slawna.html;description;QC_NONPER
109;Jak posadzić własną cytrynkę?;pytki.pl;proste;http://forum.przyroda.org/topics70/sadzenie-cytryny-z-nasiona-vt7598.htm;manner;QC_PROCEDURE
111;Dlaczego faceci zapuszczają brodę?;pytki.pl;proste;http://www.brodacze.ugu.pl/index.php?entry=entry080709-122229;reason;QC_CAUSE
112;Jak zmienią się zasady zdawania prawa jazdy?;pytki.pl;proste;http://trojmiasto.gazeta.pl/trojmiasto/1,35636,13311763,Nowe_zasady_egzaminu_na_prawo_jazdy__Zdaje_zaledwie.html;manner;QC_PROCEDURE
113;Jaki pies przy małym dziecku?;pytki.pl;proste;http://www.fanimal.pl/p/jaki-pies-dla-dziecka-2621;animal;QC_DIRECT
114;W jaki sposób mogę wydać swoje opowiadania?;pytki.pl;proste;http://www.ksiazka.net.pl/index.php?id=49&tx_ttnews[tt_news]=1222&cHash=933d535633;manner;QC_PROCEDURE
116;Czemu nie można dzielić przez 0?;pytki.pl;proste;http://www.matematyka.wroc.pl/doniesienia/klopotliwe-pytania-5-dlaczego-nie-mozna-dzielic-przez-zero;reason;QC_CAUSE
117;O co chodzi w nowej promocji Coca Coli?;pytki.pl;proste;http://www.cocacola.com.pl/630.html;description;QC_DEF:MEANING
118;Jak ominąć limity na Maxvideo?;pytki.pl;proste;http://www.spryciarze.pl/pytajka/czytaj/jak-ominac-limit-ogladania-filmow-online-na-maxvideopl;manner;QC_PROCEDURE
119;Kto wymyślił pokemony?;pytki.pl;proste;http://pl.wikipedia.org/wiki/Pok%C3%A9mon;individual;QC_PER:ARG
120;Jak złożyć wypowiedzenie?;pytki.pl;proste;http://www.hrcenter.pl/a/2/16076/wypowiedzenie_czyli_jak_odejsc_elegancko_z_pracy.html;manner;QC_PROCEDURE
121;Jakie są domowe sposoby na złe samopoczucie?;pytki.pl;proste;http://www.biomedical.pl/zdrowie/domowe-sposoby-na-bol-zatok-3486.html;description;QC_STATE:GEN
123;Jak długo mam czekać na przelew z Paya?;pytki.pl;proste;http://forum.nikoniarze.pl/archive/index.php/t-201401.html;manner;QC_PROCEDURE
124;Gdzie najłatwiej o pracę?;pytki.pl;proste;http://praca.dlastudenta.pl/artykul/W_jakiej_branzy_najlatwiej_o_prace,90111.html;location-other;QC_LOC:PLACE
125;"Co oznacza literka ""D"" w grupie krwi A rHD +?";pytki.pl;proste;http://zapytaj.onet.pl/Category/004,004/2,16446438,Co_oznacza_literka_039d039_w_grupie_krwi_AB_RhD__minus_.html;expression;QC_DEF:MEANING
126;Ile kosztuje bilet PKP z Katowic do Poznania?;pytki.pl;proste;http://zapytaj.onet.pl/Category/018,009/2,14075472,Ile_kosztuje_bilet_PKP_z_Katowic_do_Poznania__.html;money;QC_QUANTITY:PRICE
127;Do kiedy można oddać indeks do dziekanatu?;pytki.pl;proste;http://ekonom.ug.edu.pl/forum/viewtopic.php?p=30050&sid=8ef0a22145246d52237ceee85f0a858a;date;QC_TEMP:MOM
128;Ile posolić ziemniaki?;pytki.pl;proste;http://pytamy.pl/title,ile-sypa-soli-do-wody-przy-gotowaniu-makaronu-ry-u-pierog-w-klusek-ziemniak-w,pytanie.html?smclgnzlticaid=610344;numeric-other;QC_QUANTITY:GEN
129;Odżywka do zniszczonych włosów?;pytki.pl;proste;http://f.kafeteria.pl/temat.php?id_p=3139318;substance;QC_DIRECT
131;Z kim będzie walczył Adamek?;pytki.pl;proste;http://sport.tvp.pl/8830416/inne/sporty-walki/boks/aktualnosci/adamek-bedzie-walczyl-z-cunninghamem;individual;QC_PER:ARG
132;Z kim będzie walczył Pudzian?;pytki.pl;proste;http://expressilustrowany.pl/pudzianowski-bedzie-walczyl-z-przyjacielem,artykul.html?material_id=50b643f1fbaedd8546010000;individual;QC_PER:ARG
133;Jakie są konsekwencje za nierozliczony PIT?;pytki.pl;proste;http://www.pit.pl/aktualnosci-podatkowe/2011/archiwum-2011-v/1205-co-grozi-za-nierozliczenie-pita-9873/;description;QC_STATE:GEN
134;Do kiedy można było rozliczać PIT?;pytki.pl;proste;http://pit-2013.com/do-kiedy-nalezy-rozliczyc-pit/;date;QC_TEMP:MOM
135;Jak długo trwa ciąża?;pytki.pl;proste;http://www.dzieciaczek.com/ile+trwa+ciaza,6.html;period;QC_TEMP:PER
136;Dlaczego ludzie chorują?;pytki.pl;proste;http://f.kafeteria.pl/temat.php?id_p=4372670;reason;QC_CAUSE
137;Dlaczego mamy kryzys?;pytki.pl;proste;http://polskiepiekielko.pl/2013/03/dlaczego-mamy-kryzys-w-strefie-euro.html;reason;QC_CAUSE
138;Dlaczego paliwo drożeje? ;pytki.pl;proste;http://www.polskieradio.pl/42/273/Artykul/519531,Benzyna-drozeje-bo-rafinerie-sa-pazerne-;reason;QC_CAUSE
140;Kiedy jest owulacja?;pytki.pl;proste;http://portal.abczdrowie.pl/kiedy-owulacja-czyli-poznaj-swoj-cykl;description;QC_TEMP:MOM
141;Kiedy będą wyniki matur?;pytki.pl;proste;http://natablicy.pl/matura-2012-z-cke-kiedy-beda-wyniki-matury-29-czerwca-2012,artykul.html?material_id=4fa39b0ab564daab7b000000;date;QC_TEMP:MOM
142;Jak powstało Frugo?;pytki.pl;proste;http://www.mmbydgoszcz.pl/365390/2011/3/29/napoj-frugo-wraca-na-rynek-spoza-miasta?category=spozaMiasta;manner;QC_PROCEDURE
143;Jak usunąć oś czasu na Facebooku?;pytki.pl;proste;http://zapytaj.onet.pl/Category/007,018/2,21042614,Jak_usunac_os_czasu_na_facebooku_.html;manner;QC_PROCEDURE
144;"Skąd ściągnąć ""Minecrafta""?";pytki.pl;proste;http://zapytaj.onet.pl/Category/029,001/2,11501680,Skad_pobrac_Minecraft_.html;web-page;QC_LOC:ORIG
146;Czego nie jeść podczas ciąży?;pytki.pl;proste;http://www.babyboom.pl/forum/ciaza-porod-polog-f14/czego-nie-wolno-jesc-w-ciazy-53306/;food;QC_NONPER
147;Jak działa kod binarny?;pytki.pl;proste;http://pl.wikipedia.org/wiki/Dw%C3%B3jkowy_system_liczbowy;manner;QC_PROCEDURE
148;Po co kotom wąsy?;pytki.pl;proste;http://swiatkotow.pl/wiedza/artykuly/budowa/art,93,po-co-kotu-wasy.html;reason;QC_CAUSE
149;"Co oznacza ""lol""";pytki.pl;proste;http://zapytaj.onet.pl/Category/001,003/2,86516,Co_to_znaczy_lol.html;expression;QC_DEF:MEANING
150;Po co kobietom okres?;pytki.pl;proste;http://www.grabieniec.pl/pokaz_artykul.php?id_artykulu=933;reason;QC_CAUSE
152;Dlaczego faceci zasypiają tuż po seksie?;pytki.pl;proste;http://kobieta.onet.pl/zdrowie/zycie-intymne/dlaczego-mezczyzni-zasypiaja-zaraz-po/j335s;reason;QC_CAUSE
153;Kto wynalazł samochód?;pytki.pl;proste;http://zapytaj.onet.pl/Category/018,003/2,6793,kto_wynalazl_pierwszy_samochod.html;individual;QC_PER:ARG
154;Jak zrobić ogień z lodu?;pytki.pl;proste;http://odkrywcy.pl/kat,111396,title,Jak-rozpalic-ogien-za-pomoca-lodu,wid,14223491,wiadomosc.html?smg4sticaid=610367;manner;QC_PROCEDURE
155;Jak się najlepiej opalić?;pytki.pl;proste;http://kopalniawiedzy.pl/opalanie-promieniowanie-ultrafioletowe-UV-uszkodzenia-DNA-naprawa-enzym-XPA-Aziz-Sancar,14164;manner;QC_PROCEDURE
156;Dlaczego Polska nie posiada elektrowni atomowej?;pytki.pl;proste;http://serwisy.gazetaprawna.pl/energetyka/artykuly/682975,elektrownia_atomowa_w_polsce_moze_nie_powstac_nie_ma_pieniedzy_i_woli_politycznej.html;reason;QC_CAUSE
157;Dlaczego oczy kota świecą w ciemności?;pytki.pl;proste;http://zadane.pl/zadanie/1705060;reason;QC_CAUSE
158;Dlaczego koty mruczą?;pytki.pl;proste;http://pl.wikipedia.org/wiki/Mruczenie;reason;QC_CAUSE
159;Dlaczego niebo jest niebieskie?;pytki.pl;proste;http://pl.wikipedia.org/wiki/Kolor_nieba;reason;QC_CAUSE
160;Skąd się bierze katar?;pytki.pl;proste;http://masakrytyczna.blox.pl/2006/04/Skad-sie-bierze-katar.html;reason;QC_CAUSE
161;Co zrobić, żeby mieć białe zęby?;pytki.pl;proste;http://zapytaj.onet.pl/Category/003,009/2,16932209,Co_zrobic_zeby_miec_biale_zeby.html;description;QC_NONPER
162;Co zrobić, gdy zgubię dowód osobisty?;pytki.pl;proste;http://www.photoid.eu/index.php?option=com_content&view=article&id=17:zgubiony-dowod-osobisty&catid=8&Itemid=102;description;QC_NONPER
163;Kto wynalazł szachy?;pytki.pl;proste;https://sites.google.com/site/szachyprzeworsk/historiaszach%C3%B3w;individual;QC_PER:ARG
164;Skąd się wzięła tradycja całowania pod jemiołą?;pytki.pl;proste;http://pl.wikipedia.org/wiki/Jemio%C5%82a_pospolita;reason;QC_CAUSE
165;Dlaczego w samolocie zatykają się uszy?;pytki.pl;proste;http://www.odyssei.com/pl/Podroz-w-przestworzach.php;reason;QC_CAUSE
166;Dlaczego od słońca chce się kichać?;pytki.pl;proste;http://www.forum.biolog.pl/post248511.html;reason;QC_CAUSE
167;Jakie owoce są najzdrowsze?;pytki.pl;proste;http://www.frukto.com.pl/;food;QC_DIRECT
168;Dlaczego kobiety żyją dłużej?;pytki.pl;proste;http://www.swiatnauki.pl/8,683.html#;reason;QC_CAUSE
169;Jaki jest rekord promili?;pytki.pl;proste;http://www.teksty.jeja.pl/247,alkoholowe-rekordy.html;numeric-other;QC_STATE:GEN
172;Jak rozpoznać depresję?;pytki.pl;proste;http://stanislaw.porczyk.eu/jak_rozpoznac_depresje/;manner;QC_PROCEDURE
173;Po co facetom sutki?;pytki.pl;proste;http://facet.dlastudenta.pl/artykul/Po_co_facetom_sutki,55217.html;reason;QC_CAUSE
174;Skąd się wzięły symbole Wielkanocy?;pytki.pl;proste;http://www.kochamwies.pl/w-stylu-country/zwyczaje/13715-skad-sie-wzial-baranek;reason;QC_CAUSE
175;Kto wynalazł pizzę?;pytki.pl;proste;http://zapytaj.onet.pl/Category/016,009/2,9679383,kto_wynalazl_pizze_.html;individual;QC_PER:ARG
177;Jak założyć firmę?;pytki.pl;proste;http://jakzalozycfirme.info/;manner;QC_PROCEDURE
178;Jak tworzyć gry?;pytki.pl;proste;http://pl.wikipedia.org/wiki/Tworzenie_gry_komputerowej;manner;QC_PROCEDURE
179;Co poradzić na pchły?;pytki.pl;proste;http://www.hillspet.pl/pl-pl/dog-mature/dealing-with-dog-fleas.html;description;QC_NONPER
180;Jak szybko wyleczyć grypę?;pytki.pl;proste;http://wizaz.pl/forum/showthread.php?t=299329;manner;QC_PROCEDURE
181;Jak pozbyć się stonek?;pytki.pl;proste;http://www.e-ogrodek.pl/poradnik-ogrodniczy/1364,jak-pozbyc-sie-stonki-ziemniaczanej;manner;QC_PROCEDURE
182;Dlaczego czarny kolor przyciąga ciepło?;pytki.pl;proste;http://zapytaj.onet.pl/Category/001,005/2,20185796,Dlaczego_kolor_czarny_przyciaga_slonce_P.html;reason;QC_CAUSE
183;Jak zmotywować dziecko do nauki?;pytki.pl;proste;http://czasdzieci.pl/ro_artykuly/id,297ec6.html;manner;QC_PROCEDURE
184;Czym są łaskotki?;pytki.pl;proste;http://pl.wikipedia.org/wiki/%C5%81askotki;definition;QC_DEF:BE
185;Po co słoniom takie wielkie uszy?;pytki.pl;proste;http://gdansk.naszemiasto.pl/serwisy/co_wiecie_o_wielkim_swiecie/http://gdansk.naszemiasto.pl/artykul/156459,po-co-sloniowi-takie-duze-uszy,id,t.html;reason;QC_CAUSE
186;Dlaczego się całujemy?;pytki.pl;proste;http://www.fakt.pl/Dlaczego-sie-calujemy-,artykuly,96449,1.html;reason;QC_CAUSE
187;Co się stało z Frugo?;pytki.pl;proste;http://zapytaj.onet.pl/Category/016,007/2,7740439,Ktos_wie_co_sie_stalo_z_FRUGO_.html;description;QC_NONPER
188;Jak pielęgnować kaktusy?;pytki.pl;proste;http://www.e-ogrodek.pl/a/7751,jak-pielegnowac-kaktusy;manner;QC_PROCEDURE
