31;Co to jest gluten?;bing.pl;http://www.zdrowyprzedszkolak.org/publikacje/wszystko-o-glutenie/;definition;QC_DEF:BE
32;Co to jest sumienie?;bing.pl;http://pl.wikipedia.org/wiki/Sumienie;definition;QC_DEF:BE
33;Co to jest mirra?;bing.pl;http://sklep.tarotnet.pl/product_info.php?products_id=36848;definition;QC_DEF:BE
34;Co to jest przebiegunowanie Ziemi?;bing.pl;http://pl.wikipedia.org/wiki/Przebiegunowanie_Ziemi;definition;QC_DEF:BE
35;Co to jest list mazalny?;bing.pl;http://msp.money.pl/grupa-pl_soc_prawo/sprzedawca%3Bnie%3Bchce%3Bwykreslic%3Bsplaconej%3Bhipoteki%3Bdlugie,watek,335109.html;definition;QC_DEF:BE
37;Kto to jest Hugo Chavez?;bing.pl;http://pl.wikipedia.org/wiki/Hugo_Ch%C3%A1vez;individual;QC_DEF:PER
38;Kto to jest kompozytor?;bing.pl;http://pl.wikipedia.org/wiki/Kompozytor;definition;QC_DEF:PER
39;Z kim spotyka się Mateusz Damięcki?;bing.pl;http://www.lansik.pl/4027/z-kim-spotyka-sie-damiecki/;individual;QC_PER:ARG
43;Z czym podać pulpety?;bing.pl;http://www.gotujmy.pl/pulpety-miesno-warzywne-3,przepisy,181533g5,zdjecie.html;food;QC_NONPER
44;Z czym najlepiej pic wódkę?;bing.pl;http://zapytaj.onet.pl/Category/016,004/2,5473038,Z_czym_najlepiej_jest_mieszac_wodke.html;food;QC_NONPER
45;Z czym podawać kaczkę pieczoną?;bing.pl;http://poradnikdomowy.pl/poradnikdomowy/1,116271,2967935.html;food;QC_NONPER
46;Z czym pić Bacardi?;bing.pl;http://www.dobramama.pl/pokaz/197126/bacardi_z_czym_pic;food;QC_NONPER
47;Z czym pić absynt?;bing.pl;http://nitewatch.blogspot.com/2005_01_01_archive.html;food;QC_NONPER
48;Z czym podajemy żeberka?;bing.pl;http://www.mojegotowanie.pl/przepisy/miesa/zeberka_z_piekarnika_w_keczapie_i_musztardzie;food;QC_NONPER
49;Na czym pisali Grecy?;bing.pl;http://www.sciaga.pl/tag/napisz-na-czym-pisali-starozytni-grecy/;entity-other;QC_NONPER
50;Na czym polega intercyza?;bing.pl;http://malzenstwo.wieszjak.pl/majatek/252813,Intercyza-na-czym-polega.html;description;QC_NONPER
51;Na czym polega badanie EEG?;bing.pl;http://eegzamosc.republika.pl/co_to_jest_eeg.htm;description;QC_NONPER
53;Na czym polega dieta Dukana?;bing.pl;http://cafeteria.pl/zdrowie/dieta/dieta-dukana/;description;QC_NONPER
55;Na czym polega łączenie emerytur Polska – USA?;bing.pl;http://praca.gazetaprawna.pl/artykuly/499183,zus_obliczajac_polska_emeryture_uwzgledni_prace_w_usa.html;description;QC_NONPER
56;Na czym polega obrzezanie?;bing.pl;http://pl.wikipedia.org/wiki/Obrzezanie;description;QC_NONPER
58;O czym świadczą wyzwiska i agresja?;bing.pl;http://parenting.pl/portal/agresja-nastolatkow;description;QC_NONPER
59;O czym świadczy kolor nasienia?;bing.pl;http://www.medisa.pl/pecherzyki_nasienne.html;description;QC_NONPER
60;O czym świadczą bóle mięśni oraz osłabienie?;bing.pl;http://www.forummedyczne.pl/zaburzenia-rownowagi-i-bol-miesni-przy-zmianach-pogody-t309.htm;description;QC_NONPER
61;Czemu niemowlę wymiotuje po mleku?;bing.pl;http://www.dlarodzinki.pl/niemowle/zdrowie/wymiotujace-niemowle-uwazaj-by-nie-dopuscic-do-odwodnienia,156_1071.html;reason;QC_CAUSE
62;Czemu niebo jest niebieskie?;google.pl;http://pl.wikipedia.org/wiki/Kolor_nieba;reason;QC_CAUSE
63;Dlaczego na drzwiach piszemy K+M+B?;bing.pl;http://zadane.pl/zadanie/1985883;reason;QC_CAUSE
64;Dlaczego "Chłopi" to epopeja chłopska?;bing.pl;http://march.home.staszic.waw.pl/chlopi/pfdc_chlopi_epopeja/;reason;QC_CAUSE
65;Dlaczego mam zimny nos?;bing.pl;http://dooktor.pl/artykuly-medyczne/porady_medyczne/przyczyny_zimnego_nosa_rak_stop.html;reason;QC_CAUSE
68;Dlaczego mak jest gorzki?;bing.pl;http://www.mniammniam.com/forum/topic.php?t=5280;reason;QC_CAUSE
70;Dlaczego motyw ostatecznej zagłady świata tak bardzo inspiruje twórców różnych epok?;google.pl;http://zadane.pl/zadanie/4389725;reason;QC_CAUSE
71;Dlaczego morze jest słone?;google.pl;http://smetnik1.blox.pl/2007/07/Czemu-morze-jest-slone.html;reason;QC_CAUSE
72;Dlaczego drzewa zrzucają liście?;google.pl;http://zadane.pl/zadanie/1783812;reason;QC_CAUSE
74;Jakie są zastosowania wosku pszczelego?;google.pl;http://pl.wikipedia.org/wiki/Wosk_pszczeli#Zastosowanie;description;QC_STATE:GEN
75;Jakie mam IP?;google.pl;http://www.pokapoka.pl/;numeric-other;QC_DIRECT
76;Jakiemu dyktatorowi doradzał Friedman?;google.pl;http://kuczynski.blogbank.pl/2008/03/04/ksiazka-ktora-niejeden-czytelnik-znienawidzi/;individual;QC_DIRECT
77;Jakiemu procesowi poddaje się węgiel kamienny?;google.pl;http://docs7.chomikuj.pl/168567684,PL,0,0,brykietownie.doc;description;QC_DIRECT
78;Którym papieżem był Jan Paweł II?;google.pl;http://zapytaj.onet.pl/Category/002,017/2,3194156,Ktorym_z_kolei_papierzem_byl_Jan_Pawel_II_.html;count;QC_DIRECT
79;Którego są Andrzejki?;google.pl;http://pl.wikipedia.org/wiki/Andrzejki;date  ;QC_TEMP:MOM
80;Którego jest wigilia?;google.pl;http://pl.wikipedia.org/wiki/Wigilia_Bo%C5%BCego_Narodzenia;date  ;QC_TEMP:MOM
81;Którą stroną włożyć kartę do bankomatu?;google.pl;http://www.bsklobuck.pl/bankomaty.html;description;QC_DIRECT
82;Którą ze swoich decyzji zmienia Roland w trakcie walki?;google.pl;http://zadane.pl/zadanie/3124509;description;QC_DIRECT
83;Jakiego zapachu nie lubią koty?;bing.pl;http://www.cafeanimal.pl/forum/Koty,6/tematy/cytryna,20;substance;QC_DIRECT
84;Jakiego mężczyzny szukają kobiety?;bing.pl;http://facet.interia.pl/seks-i-zwiazki/partnerstwo/news-jakich-mezczyzn-naprawde-lubia-kobiety,nId,448348;individual;QC_DIRECT
85;Jakiego koloru jest pluskwa?;bing.pl;http://www.themar.com.pl/weterynaria/szkodniki/pluskwa;color;QC_DIRECT
86;Jakiego zapachu nie lubią muchy?;bing.pl;http://www.porady.co.pl/zwalczanie_much.html;substance;QC_DIRECT
87;Jakiego koloru są żmije?;bing.pl;http://www.wedkuje.pl/wedkarstwo,zaskroniec-czy-zmija,7843;color;QC_DIRECT
88;Jakiej wielkości są polskie nominały?;bing.pl;http://pl.wikipedia.org/wiki/Z%C5%82oty#Nomina.C5.82y_z.C5.82otego; size  ;QC_DIRECT
89;Jakiej restauracji brakuje w Kielcach?;bing.pl;http://forum.gazeta.pl/forum/w,60,102360920,,Restauracja_pytania.html?v=2;description;QC_DIRECT
90;Z jakiego miejsca można pobrać szpik kostny?;bing.pl;http://dooktor.pl/artykuly-medyczne/nowotwory/przeszczep_szpiku_kostnego.html;body-part ;QC_DIRECT
92;Z jakiego mięsa robimy rosół?;bing.pl;http://www.jtz.pl/jak-ugotowac-dobry-rosol;food;QC_DIRECT
94;Z jakiego rejonu pochodzi pomidor?;bing.pl;http://pl.wikipedia.org/wiki/Pomidor_zwyczajny;region;QC_LOC:ORIG
95;Z jakiego powodu łatwo powstają siniaki?;bing.pl;http://www.kafeteria.pl/ziu/obiekt.php?id_t=567;reason;QC_CAUSE
96;Z jakiego powodu krwawi z odbytu?;bing.pl;http://zdrowie.gazeta.pl/Zdrowie/1,101580,11555434,Krew_w_stolcu___zawsze_alarmujacy_objaw.html;reason;QC_CAUSE
97;Który bok Chrystusa został przebity?;bing.pl;http://www.racjonalista.pl/kk.php/s,7059;body-part ;QC_DIRECT
98;Który bank w Polsce współpracuje z Lloyd?;bing.pl;http://biznes.gazetaprawna.pl/artykuly/110564,przelew_z_wielkiej_brytanii_do_polski_nie_musi_kosztowac_100_zl.html;company;QC_DIRECT
99;Które psy są agresywne?;bing.pl;http://www.fanimal.pl/p/jakie-rasy-psow-uznawane-sa-za-agresywne-1146;animal;QC_DIRECT
101;Które ćwiczenia spalają najwięcej kalorii? ;bing.pl;http://www.ormasport.pl/odpowiedzo_1.php;description;QC_DIRECT
103;Które produkty mają dużo błonnika?;bing.pl;http://www.menshealth.pl/zdrowie/Co-za-duzo-to-niezdrowo,4734,3;food;QC_DIRECT
105;W którym tygodniu widać płeć dziecka?;bing.pl;http://40tygodni.pl/Category/006/2,49971,W-ktorych-tygodniach-ciazy-robi-sie-USG-i-kiedy-mozna-okreslic-plec.html;date;QC_DIRECT
106;W którym roku urodził się Jan Paweł 2?;bing.pl;http://www.konsulatrp.ru/pl/info/janpawel.html;date  ;QC_DIRECT
107;Jak zażywać antybiotyk?;bing.pl;http://www.poradnikzdrowie.pl/zdrowie/domowa-apteczka/antybiotyki-11-rad-jak-brac-antybiotyk-by-byl-bezpieczny_34592.html;manner;QC_PROCEDURE
108;Jak zbić temperaturę dziecku?;bing.pl;http://www.jtz.pl/jak-zbic-goraczke-u-dziecka;manner;QC_PROCEDURE
109;Jak zbić wysokie ciśnienie krwi?;bing.pl;http://fitness.wp.pl/multimedia/galerie/art863.html;manner;QC_PROCEDURE
110;Jak zrobić kopytka?;bing.pl;http://www.jak-to-zrobic.pl/index.php/a/3/b/1/c/10/d/25/id/533;manner;QC_PROCEDURE
111;Jak zrobić czapkę na drutach?;bing.pl;http://nadrutach.blox.pl/html;manner;QC_PROCEDURE
112;Jak zarabiać siedząc w domu?;bing.pl;http://ebizneskurs.pl/jak-zarobic-siedzac-w-domu-3-pomysly-na-biznes-w-internecie/;manner;QC_PROCEDURE
113;Jak zrobić twaróg?;bing.pl;http://www.kuron.com.pl/forum/viewtopic.php?p=16040;manner;QC_PROCEDURE
114;Jak zajść w ciążę?;google.pl;http://abcciaza.pl/pytania/nie-moge-zajsc-w-ciaze-choc-wyniki-badan-sa-dobre;manner;QC_PROCEDURE
115;Jak zrobić lukier?;google.pl;http://www.ofeminin.pl/forum/f26/__f30_f26-Jak-zrobic-lukier.html;manner;QC_PROCEDURE
116;Jak zrobić zakwas na chleb?;google.pl;http://piekarnia.wordpress.com/2008/07/04/jak-zrobic-zakwas-na-chleb/;manner;QC_PROCEDURE
117;Jak zrobić gołąbki?;google.pl;http://www.jtz.pl/jak-zrobic-golabki;manner;QC_PROCEDURE
120;Dlaczego zebra jest w paski?;bing.pl;http://nauka.newsweek.pl/wiemy--dlaczego-zebra-ma-paski,88150,1,1.html;reason;QC_CAUSE
121;Dlaczego zdradzamy?;bing.pl;http://seks.wieszjak.pl/psychoseksuologia/294507,Dlaczego-zdradzamy.html;reason;QC_CAUSE
124;Dlaczego zginął John Kennedy?;bing.pl;http://www.historycy.org/index.php?showtopic=4634&st=75;reason;QC_CAUSE
125;Dlaczego koty masują łapkami?;bing.pl;http://ulubiency.wp.pl/kat,1010805,title,Dlaczego-kot-udeptuje-kolana,wid,10746096,wiadomosc.html;reason;QC_CAUSE
126;Dlaczego kot wymiotuje?;bing.pl;http://www.med-weterynarz.pl/Edukacja/Gdy-wymiotuje-kot;reason;QC_CAUSE
127;Dlaczego leci krew z nosa?;bing.pl;http://fitness.wp.pl/zdrowie/wirtualny-poradnik/art760,o-czym-swiadczy-krwawienie-z-nosa.html;reason;QC_CAUSE
128;Dlaczego łzawi mi oko?;bing.pl;http://www.kobieta.pl/zdrowie/medycyna/zobacz/artykul/kap-kap-lzawia-oczy/;reason;QC_CAUSE
129;Dlaczego ludzie się od siebie uzależniają?;bing.pl;http://portal.abczdrowie.pl/uzaleznienie-od-partnera;reason;QC_CAUSE
131;Dlaczego psy liżą po twarzy?;bing.pl;http://www.psy.pl/archiwum-miesiecznika/art6894,behawiorysta-radzi-co-oznacza-gdy-pies-lize-mnie-po-twarzy-a-co-gdy-lize-swego-czworonoznego-kumpla.html;reason;QC_CAUSE
132;Dlaczego piecze, jak sikam?;bing.pl;http://www.poradnikzdrowie.pl/eksperci/pytania/pecherz-w-opalach/43154/1/;reason;QC_CAUSE
133;Dlaczego puchną nogi?;bing.pl;http://zdrowie.gazeta.pl/Zdrowie/1,105912,39443.html;reason;QC_CAUSE
135;Dlaczego puchną ręce?;bing.pl;http://forum.gazeta.pl/forum/w,22,22343560,22356107,Re_puchna_mi_rece_i_stopy_DLACZEGO_mam_20_LAT.html?v=2;reason;QC_CAUSE
137;Dlaczego włosy stają się suche i skręcone?;bing.pl;http://portal.abczdrowie.pl/przesuszone-wlosy;reason;QC_CAUSE
138;Dlaczego wypadają włosy?;bing.pl;http://www.resmedica.pl/uroda/gdy-wypadaja-wlosy;reason;QC_CAUSE
139;Dlaczego w nocy poci się główka dziecku?;bing.pl;http://www.babyboom.pl/forum/zdrowe-dziecko-f24/gdy-poci-sie-glowka-3984/;reason;QC_CAUSE
140;Dlaczego robią się siniaki?;bing.pl;http://www.kafeteria.pl/ziu/obiekt.php?id_t=567;reason;QC_CAUSE
141;Dlaczego robią się zajady?;bing.pl;http://portal.abczdrowie.pl/domowe-sposoby-na-zajady#;reason;QC_CAUSE
142;Dlaczego tracę głos?;bing.pl;http://www.artykul.com.pl/utrata-glosu/;reason;QC_CAUSE
143;Dlaczego upadły PGR-y w Polsce?;bing.pl;http://www.historycy.org/index.php?showtopic=53343&st=30;reason;QC_CAUSE
144;Dlaczego Adolf Hitler tak nienawidził Żydów?;bing.pl;http://www.sciaga.pl/tekst/16921-17-adolf_hitler_ocena_postepowania;reason;QC_CAUSE
145;Dlaczego sernik opada po wyrośnięciu?;bing.pl;http://free4web.pl/3/2,98177,369839,5786954,Thread.html;reason;QC_CAUSE
146;Dlaczego świat kończy się w 2012?;bing.pl;http://archeowiesci.pl/2009/11/08/2012-kolejny-koniec-swiata-czyli-katastrofalne-bzdury/;reason;QC_CAUSE
147;Dlaczego samoloty latają tak wysoko?;bing.pl;http://www.dzieckopyta.pl/pytanie/157/dlaczego-samoloty-lataja-tak-wysoko;reason;QC_CAUSE
148;Dlaczego dziecko późno zaczyna chodzić?;bing.pl;http://www.modne.biz/dziecko-dwuletnie/nauka-chodzenia.html;reason;QC_CAUSE
149;Dlaczego dzwoni w uszach?;bing.pl;http://www.domzdrowia.pl/czytelnia/page/900,dlaczego-dzwoni-i-szumi-w-uszach;reason;QC_CAUSE
150;Dlaczego drętwieją ręce?;bing.pl;http://www.styl.pl/zdrowie/porady/news-dlaczego-dretwieja-ci-rece-i-nogi,nId,599363;reason;QC_CAUSE
151;Dlaczego dziecko charczy?;bing.pl;http://parenting.pl/portal/charczenie-u-niemowlat;reason;QC_CAUSE
152;Dlaczego bolą stawy?;bing.pl;http://dbamozdrowie.org/dlaczego-bola-stawy.html;reason;QC_CAUSE
153;Dlaczego boli biodro?;bing.pl;http://www.zdronet.pl/bol-biodra,884,przyczyny-bolu-biodra,8638,choroba.html;reason;QC_CAUSE
155;Dlaczego błonnik jest ważny?;bing.pl;http://www.bryk.pl/teksty/liceum/biologia/cz%C5%82owiek/18793-zasady_zdrowego_od%C5%BCywiania.html;reason;QC_CAUSE
156;Dlaczego bolą mnie piersi?;bing.pl;http://zdrowie.gazeta.pl/Zdrowie/1,105912,7457241,Bol_piersi__O_czym_to_swiadczy_.html;reason;QC_CAUSE
157;Dlaczego budzę się w nocy?;bing.pl;http://portal.abczdrowie.pl/pytania/jaka-moze-byc-przyczyna-budzenia-sie-w-nocy;reason;QC_CAUSE
158;Dlaczego boli mnie kolano przy ćwiczeniach?;bing.pl;http://www.megapedia.pl/bol-kolana-przy-chodzeniu-zginaniu-i-prostowaniu.html;reason;QC_CAUSE
160;W jaki sposób Grecy i Rzymianie czcili bogów?;google.pl;http://zadane.pl/zadanie/78850;manner;QC_PROCEDURE
162;W jaki sposób powstały Żuławy?;google.pl;http://zadane.pl/zadanie/1787346;manner;QC_PROCEDURE
163;W jaki sposób badamy inne planety?;google.pl;http://zadane.pl/zadanie/4276269;manner;QC_PROCEDURE
164;W jakiej temperaturze piec pierniczki?;bing.pl;http://wolnakuchnia.com/983.html;temp;QC_DIRECT
165;W jakiej temperaturze piec kurczaka?;bing.pl;http://www.gotujmy.pl/wszystko-o-pieczeniu-zlocistego-kurczaka,artykuly,1925.html;temp;QC_DIRECT
166;W jakiej temperaturze piec schab?;bing.pl;http://zyciowykoktail.blox.pl/2006/10/Pieczenie-schabu.html;temp;QC_DIRECT
167;W jakiej temperaturze piec biszkopt?;bing.pl;http://zapytaj.onet.pl/Category/016,008/2,43826,W_jakiej_temperaturze_i_prze_jaki_czas_piec_to_ciasto.html;temp;QC_DIRECT
168;W jakiej temperaturze piec sernik?;bing.pl;http://www.kwestiasmaku.com/desery/serniki/idealny/przepis.html;temp;QC_DIRECT
169;W jakiej temperaturze piec indyka?;bing.pl;http://poradnikdomowy.pl/poradnikdomowy/1,116271,2971014.html;temp;QC_DIRECT
170;W jakie akcje inwestować?;google.pl;http://www.goldenline.pl/forum/6323/w-jakie-akcje-warto-obecnie-inwestowac;description;QC_DIRECT
174;O co zapytać dewelopera?;bing.pl;http://www.odmladzaniebotoksem.darmoweonline.com/instalacje--informacji.php;description;QC_NONPER
175;Po co robić badanie krwi przy zapaleniu jelit?;bing.pl;http://pl.wikipedia.org/wiki/Wrzodziej%C4%85ce_zapalenie_jelita_grubego;reason;QC_CAUSE
176;Po co bierzmowanie?;bing.pl;http://www.jozefswarzedz.archpoznan.pl/index.php/bierzmowanie/5-po-co-bierzmowanie;reason;QC_CAUSE
178;Po co nam sen?;google.pl;http://pl.wikipedia.org/wiki/Sen;reason;QC_CAUSE
179;Kiedy przylatuje jemiołuszka?;bing.pl;http://zadane.pl/zadanie/4302357;date;QC_TEMP:MOM
180;Kiedy zaczyna się post w 2013?;bing.pl;http://halloween.friko.net/wielki-post.html;date;QC_TEMP:MOM
181;Kiedy są dni płodne?;bing.pl;http://kobieta-i-zdrowie.wieszjak.pl/cykl-miesiaczkowy/236086,Kiedy-mam-dni-plodne.html;date;QC_TEMP:MOM
182;Kiedy jest dzień babci?;bing.pl;http://pl.wikipedia.org/wiki/Dzie%C5%84_Babci;date;QC_TEMP:MOM
183;Kiedy jest dzień babci i dziadka?;bing.pl;http://zapytaj.onet.pl/Category/001,003/2,159544,kiedy_jest_dzien_babci_i_dziadka.html;date;QC_TEMP:MOM
185;Gdzie najlepiej mieszkać w Polsce?;bing.pl;http://wiadomosci.wp.pl/kat,1342,title,Gdzie-w-Polsce-mieszka-sie-najlepiej,wid,11856410,wiadomosc.html?ticaid=1102e8&_ticrsn=3;city;QC_LOC:PLACE
188;Gdzie oglądać stream line movies za darmo?;bing.pl;http://www.chip.pl/artykuly/porownania/2011/03/jak-ogladac-filmy-za-darmo-i-bez-limitow;www-address;QC_LOC:PLACE
191;Z jakiego kraju wywodzi się kolęda "Cicha noc"?;google.pl;http://pl.wikibooks.org/wiki/Kol%C4%99dy/niemieckie:_Stille_Nacht;country;QC_DIRECT
192;Z jakiego powodu ludzie ustanawiają prawa?;google.pl;http://zadane.pl/zadanie/179084;reason;QC_CAUSE
193;Z jakimi państwami graniczy Francja?;google.pl;http://zadane.pl/zadanie/293950;country;QC_DIRECT
194;Z jakimi krajami walczył Napoleon Bonaparte?;google.pl;http://zadane.pl/zadanie/2407407;country;QC_DIRECT
195;Z jakim zamiarem Bóg zwrócił się do Maryi?;google.pl;http://zadane.pl/zadanie/212269;description;QC_DIRECT
197;Z jakiej mąki jest chleb razowy?;bing.pl;http://pl.wikipedia.org/wiki/Chleb_razowy;substance ;QC_DIRECT
199;Skąd pochodzą słowa "quod bonum felix faustum"?;bing.pl;http://zycie.awf.wroc.pl/nr113/02-113.html;intellect-other;QC_LOC:ORIG
200;Skąd się biorą wszy?;bing.pl;http://www.haknalajf.pl/2012/06/skad-sie-biora-wszy.html;description;QC_CAUSE
201;Skąd przylatuje jemiołuszka?;google.pl;http://zadane.pl/zadanie/4276388;location-other;QC_LOC:ORIG
202;Skąd przylatuje czeczotka?;google.pl;http://zadane.pl/zadanie/4363572;location-other;QC_LOC:ORIG
203;Na co pomaga picie piwa?;bing.pl;http://pogromcymitowmedycznych.pl/myth/235/picie-piwa-pomaga-na-robaki-w-%C5%BCo%C5%82%C4%85dku/;dis-med;QC_NONPER
204;Na co pomaga imbir i miód?;bing.pl;http://www.miódzimbirem.pl/;dis-med;QC_NONPER
205;Na co zmarł Marek Grechuta?;bing.pl;http://axunarts.wordpress.com/2006/10/09/marek-grechuta-wspomnienie/;dis-med;QC_NONPER
206;Na co chorują boksery?;bing.pl;http://zwierzaki24.waw.pl/psy-ogloszenia-bokser.html;dis-med;QC_NONPER
208;Na co jest dobry kelp?;bing.pl;http://www.zdrowie.brat.pl/kelp-p-2799.html;dis-med;QC_NONPER
209;Dokąd dotarła pierwsza wyprawa Kolumba?;google.pl;http://zadane.pl/zadanie/1641796;Location-other;QC_LOC:END
211;Przez co odmienia się przymiotnik?;google.pl;http://zadane.pl/zadanie/2730608;language;QC_NONPER
212;Przez co rozmnaża się morszczyn?;google.pl;http://zadane.pl/zadanie/171682;description;QC_NONPER
213;Przez co odmienia się czasownik?;google.pl;http://zadane.pl/zadanie/2096989;language;QC_NONPER
214;Przez co odmienia się zaimek?;google.pl;http://zapytaj.onet.pl/Category/002,010/2,271065,Przez_co_odmienia_sie_zaimek.html;language;QC_NONPER
215;Przez kogo zostały zniszczone Pompeje?;google.pl;http://zadane.pl/zadanie/116502;natural-phenomenon;QC_PER:ARG
216;Przez kogo Bóg zawarł z nami przymierze?;google.pl;http://zadane.pl/zadanie/2192016;individual;QC_PER:ARG
217;Jakiego koloru jest upierzenie zimorodka?;google.pl;http://zapytaj.onet.pl/Category/010,014/2,8525619,Jakiego_koloru_jest_upierzenie_zimorodka.html;color;QC_DIRECT
218;Jakiego języka warto się uczyć?;google.pl;http://swiatjezykow.blogspot.com/2011/02/jakiego-jezyka-warto-sie-uczyc.html;language;QC_DIRECT
219;Jakiego laptopa kupić?;google.pl;http://formaty.livre.pl/jak-kupic-laptopa-zakup-laptopa/;artifact;QC_DIRECT
220;Którego psa z miotu wybrać?;bing.pl;http://www.dogomania.pl/forum/threads/10873-Wyb%C3%B3r-szczeniaka-z-miotu;animal;QC_DIRECT
221;Dlaczego nie odczuwamy ciśnienia atmosferycznego?;google.pl;http://zadane.pl/zadanie/406673;reason;QC_CAUSE
222;Dlaczego zimy w Grecji są chłodne?;google.pl;http://zadane.pl/zadanie/1543176;reason;QC_CAUSE
224;Dlaczego zachowanie asertywne jest najkorzystniejsze dla jednostki?;google.pl;http://zadane.pl/zadanie/51599;reason;QC_CAUSE
226;Dlaczego Hellenowie nie stworzyli jednego państwa?;google.pl;http://zadane.pl/zadanie/183638;reason;QC_CAUSE
227;Dlaczego Heloci stali się problemem dla Sparty?;google.pl;http://zapytaj.onet.pl/Category/002,019/2,22251431,Dlaczego_heloci_stali_sie_problemem_dla_Sparty_.html;reason;QC_CAUSE
228;Dlaczego samolot lata?;google.pl;http://zapytaj.onet.pl/Category/015,006/2,6259,dlaczego_samoloty_lataja.html;reason;QC_CAUSE
230;Dlaczego sernik opada?;google.pl;http://free4web.pl/3/2,98177,369839,5786954,Thread.html;reason;QC_CAUSE
231;Ile fps widzi oko?;google.pl;http://www.modernwar.pl/forum/37-Hydepark/69947-FPS-ludzkie-oko.html;count;QC_QUANTITY:GEN
232;Ile zarabia policjant?;google.pl;http://www.info.policja.pl/portal/inf/859/47709/Zarobki_policjantow.html;money ;QC_QUANTITY:GEN
233;Ile zarabia lekarz?;google.pl;http://forsal.pl/artykuly/660375,ile_zarabia_lekarz_w_polsce.html;money ;QC_QUANTITY:GEN
234;Ile zarabia nauczyciel?;google.pl;http://www.careego.pl/1660/zawod-nauczyciel/;money ;QC_QUANTITY:GEN
235;Ile osi symetrii ma prostokąt?;google.pl;http://pl.wikipedia.org/wiki/Prostok%C4%85t;count;QC_QUANTITY:GEN
237;Ilu było papieży?;google.pl;http://zadane.pl/zadanie/2924647;count;QC_QUANTITY:GEN
238;Ilu członków ma UE?;google.pl;http://zadane.pl/zadanie/2707904;count;QC_QUANTITY:GEN
239;Ilu członków liczy One Direction?;google.pl;http://muzyka.onet.pl/publikacje/one-direction-slynna-piatka,1,5267155,wiadomosc.html;count;QC_QUANTITY:GEN
